,negative,positive,total
skeptical,3,0,3
skew,0,1,1
skewer,0,0,0
skilled,1,0,1
skills,0,0,0
skin,2,1,3
skinner,1,0,1
skinny,0,0,0
skirts,0,1,1
sky,0,0,0
skyrocket,1,0,1
slam,1,0,1
slamming,1,0,1
slander,1,0,1
slandered,1,0,1
slandering,1,0,1
slanderous,1,0,1
slap,4,2,6
slapper,1,0,1
slapping,1,0,1
slaps,2,0,2
slash,0,0,0
slaughter,0,0,0
slaughtering,0,0,0
slave,5,0,5
slavery,0,2,2
slaves,0,0,0
sleazballs,0,0,0
sleaze,2,0,2
sleazy,1,0,1
sleep,3,0,3
sleeping,1,0,1
sleeves,0,1,1
sleezy,1,0,1
slent,1,0,1
slice,2,0,2
slick,1,0,1
slide,1,0,1
sliding,0,0,0
slightest,0,0,0
slightly,0,0,0
slimy,0,2,2
sling,1,0,1
slip,2,0,2
slipped,1,0,1
slips,0,0,0
slither,1,0,1
slob,1,0,1
slobs,0,0,0
slogans,0,1,1
slop,0,0,0
slot,1,0,1
sloth,1,0,1
slouches,1,0,1
slovenly,0,1,1
slow,2,0,2
slowing,1,0,1
slowly,0,0,0
slugs,1,0,1
slush,0,1,1
slut,2,0,2
sm,0,2,2
smack,1,0,1
smacks,1,0,1
small,2,0,2
smaller,0,0,0
smart,12,3,15
smarter,3,0,3
smash,1,0,1
smdh,1,0,1
smear,6,0,6
smeared,0,0,0
smell,2,0,2
smells,2,0,2
smh,5,0,5
smile,1,0,1
smirky,1,0,1
smithsgrove,1,0,1
smoke,3,0,3
smoked,2,0,2
smokes,0,1,1
smoking,2,0,2
smoove,0,1,1
smug,3,0,3
snake,5,0,5
snakes,0,0,0
snead,1,0,1
sneak,0,0,0
sneakers,0,0,0
sneaking,1,0,1
sneaky,1,0,1
snitched,1,0,1
snitching,1,0,1
snl,1,0,1
snob,1,0,1
snot,1,0,1
snow,0,0,0
snowballs,1,0,1
snowflake,2,0,2
snowflakes,2,1,3
so,231,45,276
soap,1,0,1
soapbox,0,1,1
sob,1,0,1
sobbing,1,0,1
sobs,0,0,0
soccer,0,0,0
sociability,0,0,0
social,7,3,10
socialism,6,0,6
socialist,5,0,5
socialists,1,3,4
society,9,1,10
sociopath,5,0,5
sock,0,0,0
socks,1,0,1
sod,0,0,0
soft,1,0,1
sold,3,0,3
soldier,2,0,2
soldiers,0,0,0
solely,0,0,0
solid,1,0,1
solidarity,1,0,1
solution,2,0,2
solutions,2,1,3
solve,0,0,0
solved,0,0,0
solving,1,0,1
sombody,1,0,1
some,61,10,71
somebody,5,2,7
somecunt,0,0,0
somehow,5,2,7
someone,35,6,41
someones,0,0,0
something,30,8,38
sometime,1,0,1
sometimes,4,0,4
somewhat,2,0,2
somewhere,3,2,5
somone,1,0,1
son,4,0,4
song,4,0,4
songs,2,1,3
sonic,1,0,1
sonja,0,0,0
sonofabitch,1,0,1
sons,1,0,1
soon,9,5,14
sooner,0,0,0
sooo,1,0,1
soooo,2,0,2
sooooooo,1,0,1
soooooounds,1,0,1
sore,4,0,4
soros,14,1,15
sorry,27,2,29
sort,3,0,3
sorta,1,0,1
sorts,0,0,0
soul,12,0,12
soulless,1,0,1
souls,0,1,1
sound,6,1,7
sounded,2,0,2
sounds,6,2,8
source,1,0,1
sources,1,0,1
south,2,0,2
southern,0,1,1
sovereign,1,0,1
sovereignty,0,0,0
soviet,1,0,1
sow,1,0,1
sows,0,0,0
soy,1,1,2
soyboy,1,0,1
sp,2,0,2
space,0,1,1
spade,2,0,2
spain,1,0,1
spam,2,0,2
spanish,1,0,1
spank,1,0,1
spanked,0,0,0
spanky,1,0,1
spare,1,0,1
spared,0,0,0
spark,1,0,1
sparky,1,0,1
spartacus,1,0,1
spartan,0,0,0
spath,1,0,1
speach,0,0,0
speak,12,0,12
speaker,1,0,1
speaking,4,0,4
speaks,4,0,4
special,2,0,2
specific,1,1,2
specification,1,0,1
specify,1,0,1
spectacular,1,0,1
speech,9,5,14
speeches,1,1,2
speed,1,0,1
spell,1,0,1
spelled,1,0,1
spelling,1,0,1
spend,6,2,8
spending,1,1,2
spends,1,0,1
spent,1,2,3
speshul,0,0,0
spew,1,1,2
spewed,0,0,0
spewing,5,1,6
spews,2,0,2
spice,1,0,1
spicoli,1,0,1
spiderman,1,0,1
spie,1,0,1
spiking,0,0,0
spilled,0,0,0
spin,2,0,2
spirit,2,0,2
spirited,2,0,2
spiritual,1,0,1
spit,2,0,2
spite,1,0,1
spiteful,1,0,1
spitting,0,0,0
spittoon,0,1,1
splitting,1,0,1
spoiled,7,0,7
spoiler,0,0,0
spoilt,1,0,1
spoke,3,0,3
spoken,1,0,1
spokesman,0,0,0
sponsor,0,0,0
sponsored,0,2,2
spook,1,0,1
sport,3,0,3
sports,1,0,1
sportsmanship,1,0,1
spotlight,2,0,2
spots,2,0,2
spout,1,0,1
spouting,1,0,1
spray,1,0,1
spread,3,3,6
spreading,3,2,5
spreads,1,0,1
spreadsheets,1,0,1
springer,1,0,1
springs,0,1,1
spunk,1,0,1
spurs,1,0,1
spy,4,0,4
spying,0,0,0
squabbles,1,0,1
squad,0,1,1
squalor,1,0,1
squeal,1,0,1
squeeze,1,0,1
squirm,0,0,0
squishy,0,0,0
sr,1,0,1
sri,0,0,0
ss,1,0,1
ssf,0,0,0
ssm,0,0,0
st,4,1,5
stab,2,0,2
stabber,1,0,1
stack,2,0,2
stadium,1,0,1
staffed,0,0,0
stage,4,0,4
staged,1,0,1
stained,1,0,1
stake,0,1,1
stale,1,0,1
stalin,0,2,2
stalk,1,0,1
stalking,2,0,2
stall,1,1,2
stalling,0,2,2
stan,1,0,1
stance,2,0,2
stand,15,2,17
standard,1,1,2
standards,2,0,2
standby,1,0,1
standing,5,2,7
stands,6,0,6
stans,0,0,0
star,5,0,5
starbucks,0,0,0
starlet,1,0,1
starring,2,0,2
stars,2,0,2
start,24,5,29
started,4,5,9
starting,6,3,9
starvation,1,0,1
state,14,3,17
stated,2,1,3
statement,4,0,4
states,4,1,5
stating,3,0,3
station,1,1,2
statistic,1,0,1
stats,1,1,2
statue,1,0,1
status,1,0,1
statutory,0,0,0
staunch,1,0,1
stax,1,0,1
stay,10,3,13
stayed,2,1,3
stays,1,0,1
stbirthday,0,1,1
stds,1,0,1
steady,2,0,2
steal,2,0,2
stealing,1,0,1
steals,1,0,1
steamrolled,0,0,0
steamrolling,0,1,1
steamy,1,0,1
steel,1,0,1
steelers,0,0,0
steepppp,1,0,1
steinbrenner,1,0,1
step,1,0,1
stepping,1,0,1
steps,1,0,1
stereotype,1,0,1
steroid,2,0,2
steroids,1,0,1
steve,1,0,1
stfu,6,0,6
stick,4,1,5
stickers,1,0,1
sticking,1,1,2
stickman,1,0,1
sticks,0,0,0
still,56,10,66
stink,1,0,1
stinking,0,1,1
stinks,1,1,2
stinky,1,0,1
stir,1,0,1
stock,2,0,2
stockholm,1,0,1
stocks,1,0,1
stole,2,2,4
stolen,1,0,1
stomach,3,0,3
stomped,0,0,0
stomping,0,0,0
stone,1,0,1
stood,1,0,1
stooge,0,1,1
stoopid,0,0,0
stop,40,20,60
stoppage,1,0,1
stopped,3,0,3
stopping,1,0,1
stops,2,0,2
store,3,0,3
stories,2,0,2
storm,1,0,1
stormy,2,0,2
story,12,4,16
straight,5,4,9
strange,1,0,1
stranger,1,0,1
strangers,3,1,4
straps,1,0,1
strategy,1,1,2
strauss,0,1,1
straw,2,0,2
straws,2,0,2
stray,1,0,1
stream,1,1,2
streamed,1,0,1
streamer,1,0,1
streams,1,0,1
street,4,0,4
streets,3,1,4
stretch,2,0,2
stretched,1,0,1
strict,3,2,5
stricter,2,0,2
strictest,1,1,2
strike,1,0,1
strikes,1,0,1
string,1,0,1
stringent,1,0,1
strip,2,1,3
stripes,1,0,1
striping,0,0,0
strong,5,0,5
stronger,0,2,2
structure,0,1,1
struggle,1,1,2
struggling,1,0,1
strzok,0,0,0
stubbornly,1,0,1
stubby,1,0,1
stuck,5,1,6
student,4,1,5
students,2,0,2
studies,3,0,3
study,3,0,3
stuff,10,1,11
stuffing,1,0,1
stunt,2,0,2
stunts,0,0,0
stupid,63,8,71
stupidest,0,0,0
stupidity,3,0,3
sturmabteilung,0,1,1
sturridge,0,1,1
style,1,3,4
stylist,1,0,1
subject,3,0,3
submission,1,0,1
submit,0,0,0
subprime,2,0,2
substantiate,0,1,1
subtitled,0,0,0
subtly,1,0,1
subvert,0,0,0
success,3,0,3
successful,6,2,8
successfully,1,0,1
such,43,6,49
suck,13,5,18
sucked,1,0,1
sucker,2,0,2
suckers,2,0,2
suckin,1,0,1
sucking,3,1,4
sucks,29,7,36
sudden,0,1,1
suddenly,1,0,1
sue,2,1,3
sued,0,0,0
sues,0,1,1
suffer,2,1,3
suffering,4,0,4
sufficient,1,0,1
suffisait,0,0,0
suggest,3,0,3
suggested,1,0,1
suggesting,0,0,0
suicide,3,1,4
suicides,1,0,1
suit,3,0,3
suite,0,1,1
suits,1,0,1
sullied,1,0,1
sum,1,1,2
sumerian,0,1,1
summary,0,0,0
summer,1,0,1
summons,2,0,2
sums,1,0,1
sun,0,1,1
sunday,2,1,3
sundown,1,0,1
sunk,0,0,0
sunken,1,0,1
sunny,0,1,1
sunset,1,0,1
sunshine,0,0,0
suntanning,1,0,1
super,4,0,4
superior,1,0,1
superman,1,0,1
supersized,1,0,1
superstar,2,0,2
supplies,1,0,1
supply,1,0,1
suppor,0,0,0
support,34,6,40
supported,6,0,6
supporter,1,2,3
supporters,11,2,13
supporting,6,3,9
supports,3,1,4
suppose,5,0,5
supposed,5,1,6
supposedly,1,0,1
suppression,1,1,2
supremacist,2,0,2
supremacists,0,0,0
supremacy,1,0,1
supreme,10,0,10
sure,39,3,42
surely,5,0,5
surfing,0,1,1
surgeons,1,0,1
surgery,1,0,1
surpise,0,1,1
surplus,0,0,0
surprise,2,0,2
surprised,3,1,4
surprising,0,1,1
surrender,1,1,2
surrounded,0,0,0
surveillance,1,0,1
survival,0,1,1
survive,1,0,1
survived,1,0,1
survivor,1,0,1
sushma,0,0,0
suspect,1,0,1
suspects,1,0,1
suspend,1,0,1
suspended,1,0,1
suspensions,0,1,1
suspicious,2,0,2
swallowed,0,0,0
swallwell,1,0,1
swalwell,0,0,0
swamp,7,3,10
swansea,0,1,1
swapping,2,0,2
swaraj,0,0,0
swarm,1,0,1
swastikas,1,0,1
swathes,1,0,1
sway,1,0,1
sways,1,0,1
swear,3,0,3
sweating,0,1,1
sweden,0,0,0
swedish,1,0,1
sweepstakes,0,0,0
sweet,2,0,2
sweetie,1,0,1
swift,0,0,0
swimsuit,1,0,1
swinging,2,0,2
swings,1,0,1
swinson,1,0,1
swiss,0,0,0
switcher,1,0,1
switzerland,0,0,0
swords,1,0,1
swore,1,0,1
swung,0,0,0
sy,1,0,1
sycophantic,1,0,1
sycophants,1,0,1
symbol,1,0,1
symbolises,0,0,0
sympathizer,1,0,1
sympathizes,1,0,1
sympathy,2,0,2
syndicate,1,0,1
syndrome,3,0,3
syracuse,0,1,1
syria,1,0,1
syrian,1,0,1
system,6,2,8
systemic,0,0,0
table,2,0,2
tacos,1,0,1
tactic,0,2,2
tactically,0,1,1
tactics,4,3,7
tad,1,1,2
taeyoun,1,0,1
tag,2,0,2
tagged,1,0,1
tails,1,0,1
take,42,15,57
taken,3,0,3
takes,6,0,6
taking,9,0,9
tale,1,0,1
talent,2,0,2
talk,20,2,22
talked,3,0,3
talkin,1,1,2
talking,36,7,43
talks,8,0,8
tall,1,0,1
tallest,2,0,2
tangled,1,0,1
tango,0,1,1
tank,2,0,2
tanked,1,0,1
tanking,1,0,1
tantrum,2,0,2
tantrums,1,0,1
tap,0,1,1
tape,3,0,3
tapper,1,0,1
target,3,0,3
targeted,0,1,1
targeting,0,0,0
tarmac,0,1,1
task,1,0,1
tasted,0,0,0
tasting,1,0,1
tattoos,1,0,1
taught,0,0,0
tax,11,3,14
taxes,1,2,3
taxpayers,3,0,3
taylor,1,0,1
tays,1,0,1
tbc,0,0,0
tbere,0,0,0
tbey,1,0,1
tbh,2,1,3
tbqh,0,0,0
tdavis,0,0,0
tdp,1,0,1
tds,2,0,2
te,1,0,1
tea,2,0,2
teach,4,1,5
teacher,2,0,2
teachers,2,1,3
teaching,3,1,4
teachings,0,0,0
tealest,0,0,0
team,8,2,10
teams,0,1,1
tear,2,0,2
tearing,3,0,3
tears,4,0,4
tech,0,0,0
technical,1,0,1
techniques,0,0,0
tectics,0,0,0
ted,5,0,5
teen,0,0,0
teenage,2,0,2
teenager,1,0,1
teenagers,0,0,0
teetering,0,1,1
television,2,0,2
tell,34,5,39
telling,6,2,8
tells,5,1,6
telltale,1,0,1
tempe,1,0,1
temper,1,0,1
tempered,1,0,1
ten,1,0,1
tenants,0,0,0
tend,0,1,1
tendencies,1,0,1
tennis,2,3,5
tens,1,0,1
tentacle,0,1,1
term,6,0,6
termination,0,0,0
terms,5,0,5
terrible,6,2,8
terrific,1,0,1
terrifying,1,0,1
terriorist,1,0,1
territory,2,0,2
terroism,1,0,1
terror,3,2,5
terrorism,1,0,1
terrorist,11,3,14
terrorists,6,1,7
terry,1,0,1
tesco,1,0,1
tess,1,0,1
tessyfiy,0,0,0
test,4,0,4
testament,0,0,0
testifies,1,0,1
testify,0,0,0
testing,1,0,1
testy,0,0,0
texan,0,1,1
texans,2,0,2
texas,7,3,10
text,0,1,1
tf,2,0,2
tfw,1,0,1
tge,1,0,1
th,6,1,7
tha,1,0,1
tham,0,0,0
than,71,13,84
thank,12,3,15
thanked,1,0,1
thankful,1,1,2
thanking,3,0,3
thanks,8,1,9
thanksgiving,1,0,1
that,601,115,716
thatcher,1,0,1
thatd,1,0,1
thats,15,0,15
the,1556,364,1920
theater,0,1,1
theatres,0,0,0
theatrics,0,1,1
thee,1,0,1
theft,1,0,1
their,93,38,131
them,84,17,101
themselves,7,5,12
then,67,11,78
theory,2,0,2
therapist,0,1,1
there,83,15,98
thereby,0,1,1
therefore,0,0,0
theres,3,0,3
theresa,2,3,5
these,34,26,60
theu,0,0,0
they,220,81,301
theyre,0,0,0
thf,0,1,1
thgs,1,0,1
thick,2,0,2
thickens,1,0,1
thief,2,0,2
thier,1,0,1
thieves,0,0,0
thighs,1,0,1
thin,2,0,2
thing,43,6,49
things,19,5,24
think,94,20,114
thinker,0,0,0
thinkin,1,0,1
thinking,11,4,15
thinks,28,1,29
third,0,1,1
this,381,77,458
tho,3,0,3
thomas,0,0,0
thorn,1,0,1
thos,1,0,1
those,46,9,55
thot,1,0,1
though,13,2,15
thought,22,4,26
thoughts,0,1,1
thousand,1,0,1
thousands,3,1,4
thre,1,0,1
thread,7,0,7
threat,6,1,7
threaten,2,0,2
threatened,3,0,3
threatening,5,0,5
threatens,0,0,0
threats,9,1,10
three,3,0,3
threw,1,0,1
thrive,1,0,1
thrives,0,0,0
throat,3,0,3
throne,1,0,1
through,16,3,19
throughout,1,0,1
throw,7,2,9
throwing,7,1,8
thrown,4,0,4
thru,3,0,3
thst,1,0,1
tht,1,0,1
thug,1,0,1
thugs,3,3,6
thumb,1,0,1
thursday,1,1,2
thus,0,0,0
thwart,1,0,1
thx,1,0,1
ticians,0,0,0
tick,2,0,2
tidy,0,0,0
tied,0,0,0
tiered,0,0,0
ties,0,0,0
tiger,1,0,1
tight,1,0,1
tikoo,0,0,0
til,0,0,0
till,5,0,5
tim,2,0,2
time,67,13,80
timely,2,0,2
times,10,3,13
timing,1,0,1
tinderbox,1,0,1
tint,0,0,0
tinubu,2,0,2
tiny,0,1,1
tire,0,0,0
tired,8,1,9
tiring,0,1,1
tis,1,0,1
title,5,0,5
tits,2,0,2
titty,1,0,1
tje,0,0,0
tl,2,0,2
tmi,1,0,1
to,1188,203,1391
toad,1,0,1
toadstool,1,0,1
toast,2,0,2
tock,2,0,2
today,14,2,16
toe,3,0,3
toenails,1,0,1
together,8,2,10
toilet,2,0,2
told,14,3,17
tolerable,1,0,1
tolerance,1,0,1
tolerant,0,0,0
tolerate,1,0,1
toll,1,0,1
tom,3,0,3
tomorrow,4,0,4
tone,2,0,2
tongue,2,0,2
tonight,0,1,1
tons,1,0,1
tony,2,0,2
too,59,10,69
took,13,2,15
tool,5,0,5
tools,0,0,0
top,4,3,7
topics,0,0,0
torb,2,0,2
torches,0,0,0
tories,6,0,6
torn,0,1,1
toronto,1,0,1
tory,3,0,3
tos,0,1,1
toss,1,0,1
total,17,0,17
totalitarain,0,0,0
totalitarian,0,0,0
totally,10,3,13
touch,3,1,4
touched,1,0,1
tough,4,0,4
tougher,1,1,2
toughest,0,1,1
tour,1,0,1
touring,0,0,0
tow,0,0,0
toward,2,1,3
towards,3,0,3
towel,1,0,1
towels,3,0,3
tower,0,2,2
town,3,1,4
townhalls,1,0,1
towns,0,0,0
towrds,0,0,0
toxic,3,0,3
toy,1,0,1
toys,1,0,1
track,1,0,1
tract,1,0,1
trade,9,1,10
trader,1,0,1
tradition,2,0,2
traditionalist,0,0,0
traditionalists,0,1,1
traditions,0,1,1
traffic,1,0,1
trafficker,1,0,1
trafficking,1,0,1
tragedy,2,0,2
tragic,2,0,2
trail,2,0,2
trailer,1,0,1
train,4,0,4
trained,1,0,1
trainer,1,0,1
training,0,1,1
trains,0,0,0
traitor,15,0,15
traitors,2,0,2
tranny,1,0,1
transcending,1,0,1
transforming,0,0,0
transgender,0,0,0
transgenders,0,1,1
transition,0,0,0
translate,1,0,1
translation,1,0,1
translations,1,0,1
transparency,3,0,3
transphobic,1,0,1
transportation,0,0,0
transported,0,0,0
transvestite,1,0,1
trap,1,0,1
trapped,0,0,0
trash,15,1,16
trashed,1,0,1
trashing,1,0,1
trashpeople,1,0,1
trashy,1,0,1
traumatised,1,0,1
travesty,1,0,1
travis,1,0,1
travon,1,0,1
treacherous,0,0,0
treason,6,0,6
treasonous,1,0,1
treasons,1,0,1
treat,1,0,1
treated,0,2,2
treating,0,0,0
treatment,1,0,1
treats,1,0,1
tree,3,0,3
tremendous,2,0,2
triangle,1,0,1
tribunal,1,0,1
trick,0,0,0
tricks,1,1,2
tried,13,0,13
tries,3,0,3
trigger,2,0,2
triggered,2,1,3
trillion,2,0,2
triple,0,0,0
trippin,1,0,1
tripping,0,0,0
triumph,0,0,0
trivial,1,0,1
trivialities,0,0,0
trivialized,0,0,0
troll,8,0,8
trolling,2,0,2
trolls,0,0,0
trope,0,0,0
trouble,1,0,1
troubled,1,0,1
tru,1,0,1
trubisky,1,0,1
truck,0,0,0
trucks,2,0,2
trudeau,10,1,11
true,21,6,27
truly,4,1,5
trump,171,13,184
trumper,1,0,1
trumpers,0,0,0
trumpie,1,0,1
trumpism,2,0,2
trumpkins,1,0,1
trumps,8,1,9
trumpster,1,0,1
trumpsters,1,0,1
trumptards,0,0,0
trust,9,2,11
trusted,5,0,5
trusts,1,0,1
truth,25,6,31
truthfeed,1,0,1
truthful,0,0,0
try,36,3,39
tryed,1,0,1
trying,33,5,38
tryna,3,0,3
tshirts,1,0,1
tucker,1,0,1
tuesday,1,0,1
tune,0,0,0
tuned,0,0,0
tunnel,1,0,1
turd,2,0,2
turkey,1,1,2
turmps,1,0,1
turn,10,2,12
turncoat,1,0,1
turned,1,2,3
turning,4,0,4
turns,0,3,3
turtles,0,0,0
tv,6,1,7
twat,2,0,2
twatts,0,0,0
tweaked,1,0,1
tweep,1,0,1
tweet,24,1,25
tweeted,0,0,0
tweeter,1,0,1
tweeting,4,1,5
tweets,8,0,8
twentieth,0,1,1
twice,3,0,3
twins,0,0,0
twist,1,0,1
twisted,0,1,1
twitter,11,5,16
twitting,1,0,1
two,13,4,17
twtich,1,0,1
tx,1,0,1
tyler,2,0,2
type,5,1,6
typed,1,0,1
types,2,0,2
typhoons,1,0,1
typical,6,2,8
typically,0,0,0
tyranny,1,0,1
tyrant,0,0,0
tyrone,1,0,1
uber,2,0,2
udiot,1,0,1
ugh,1,0,1
uglier,1,0,1
ugly,17,0,17
uhave,1,0,1
uhhh,1,0,1
uhm,1,0,1
uk,1,0,1
ukgov,0,1,1
ukrainian,1,0,1
ulterior,1,0,1
ultimate,0,0,0
ultra,1,0,1
um,1,0,1
umdala,1,0,1
umm,1,0,1
ummm,3,0,3
ump,2,0,2
umpire,3,0,3
un,2,0,2
unable,2,0,2
unaccompanied,0,0,0
unanimous,0,0,0
unarmed,0,0,0
unattractive,1,0,1
unaware,0,0,0
unbeatable,0,0,0
unbecoming,1,1,2
unbelievable,2,0,2
unbiased,2,0,2
unborn,0,0,0
unbridled,1,0,1
unchecked,1,0,1
uncivil,0,0,0
unclassifie,0,0,0
uncle,1,0,1
uncomefortbul,1,0,1
unconstitutional,0,1,1
uncovered,0,1,1
uncultured,1,0,1
undead,1,0,1
undefeated,1,0,1
under,19,2,21
underage,1,0,1
underestimate,0,0,0
underground,1,0,1
undermine,1,1,2
undermined,0,0,0
undermining,2,0,2
understand,17,2,19
understanding,3,0,3
understands,1,0,1
underwear,1,0,1
undeserving,1,0,1
undocumented,1,0,1
uneducated,1,0,1
unemployed,0,1,1
unemployment,1,2,3
unepic,1,0,1
unethical,3,3,6
unfair,0,0,0
unfairly,0,0,0
unfettered,1,0,1
unfiltered,0,0,0
unfirtunately,0,0,0
unfit,5,0,5
unfortunate,1,2,3
unfortunately,2,1,3
ungrateful,1,1,2
unhappy,1,0,1
unhealthy,0,0,0
unhinged,8,0,8
unicorns,0,0,0
uniform,1,0,1
unifying,0,0,0
unintelligent,0,0,0
unintelligible,0,0,0
union,1,1,2
unions,2,0,2
unique,1,2,3
unite,1,0,1
united,2,0,2
units,0,1,1
unity,1,0,1
universal,1,2,3
universally,0,0,0
university,2,0,2
unjust,0,0,0
unjustified,0,0,0
unkind,0,1,1
unleashed,2,0,2
unless,7,0,7
unlikable,1,0,1
unlike,1,0,1
unlikely,0,1,1
unmask,1,0,1
unmasked,0,0,0
unnecessary,1,0,1
unpopular,2,0,2
unprofessional,1,0,1
unprotected,1,0,1
unproven,0,0,0
unqualified,0,1,1
unreal,2,0,2
unrest,1,0,1
unroll,1,0,1
unscathed,0,0,0
unseemly,1,0,1
unserious,1,0,1
unstable,3,0,3
unsurprising,1,0,1
untalented,1,0,1
until,18,2,20
untouchable,2,0,2
unwanted,0,0,0
unwary,0,0,0
unwatchable,0,1,1
unwelcome,0,1,1
unwell,0,0,0
up,151,27,178
upbringing,2,0,2
update,1,0,1
upgrading,0,0,0
uphill,0,0,0
uphold,1,0,1
upholding,0,0,0
upon,3,1,4
upper,0,1,1
uppity,0,0,0
upppp,1,0,1
ups,1,0,1
upset,2,2,4
upsetting,2,0,2
ur,20,0,20
urbannaxals,1,0,1
urinating,1,0,1
urself,1,0,1
us,63,13,76
usa,5,6,11
usain,1,0,1
usc,1,0,1
use,12,3,15
used,14,4,18
useful,4,0,4
useless,11,1,12
user,4590,829,5419
users,0,0,0
uses,5,2,7
using,21,7,28
usta,0,1,1
usual,3,0,3
usually,1,1,2
utara,1,0,1
utmost,1,0,1
utopian,0,0,0
utter,2,1,3
utterly,0,0,0
vacillate,1,0,1
vack,1,0,1
vag,1,0,1
vagina,0,0,0
vague,1,0,1
vail,0,1,1
vain,0,1,1
valance,1,0,1
valerie,1,0,1
valid,1,0,1
valuable,1,1,2
value,2,1,3
values,3,0,3
vanguards,0,0,0
vaping,1,0,1
vaporizes,1,0,1
varadkar,1,0,1
variety,1,0,1
various,0,0,0
vast,0,1,1
vatican,1,0,1
vcr,0,1,1
ve,19,7,26
veer,1,0,1
vegan,0,1,1
vegas,0,1,1
vehicle,1,0,1
venetian,0,0,0
venezuela,1,1,2
vengeance,1,0,1
venomous,0,0,0
veracity,0,0,0
verb,1,0,1
verba,1,0,1
verbal,1,0,1
verified,1,0,1
verify,1,0,1
vermont,1,0,1
versa,0,1,1
version,2,0,2
versions,0,0,0
very,45,4,49
vet,0,0,0
veteran,1,0,1
veterans,1,1,2
veterens,1,0,1
vets,2,0,2
vetting,0,1,1
vg,1,0,1
via,5,3,8
viacom,1,0,1
viagra,1,0,1
vial,1,0,1
vibe,1,0,1
vibes,1,0,1
vicariously,1,0,1
vice,0,1,1
vicious,2,0,2
victim,18,0,18
victimize,0,0,0
victims,8,3,11
victoria,0,0,0
victorious,1,0,1
victors,0,0,0
victory,2,0,2
video,6,0,6
videographer,0,0,0
videos,3,0,3
vids,0,0,0
view,7,1,8
viewed,1,0,1
viewers,0,0,0
viewpoints,0,0,0
views,3,2,5
vigano,0,0,0
vigilant,1,0,1
vigilante,0,1,1
vigorously,0,0,0
vile,5,0,5
vilify,1,0,1
village,1,0,1
villifying,1,0,1
vim,1,0,1
vince,2,0,2
violate,0,0,0
violated,2,0,2
violating,0,1,1
violation,2,0,2
violence,14,11,25
violent,12,2,14
viral,1,1,2
virginia,0,0,0
virginity,0,1,1
virtually,0,0,0
virtue,1,0,1
visa,1,0,1
vise,0,0,0
visibly,0,1,1
visit,0,0,0
vital,0,1,1
vitriol,0,0,0
vitue,0,0,0
vlaams,1,0,1
vogue,0,1,1
voice,5,1,6
voices,3,0,3
void,1,0,1
voight,0,0,0
volts,1,0,1
volunteer,1,0,1
vomit,1,0,1
vortex,1,0,1
vote,37,9,46
voted,9,4,13
voter,1,1,2
voters,3,1,4
votes,6,0,6
voting,3,0,3
vowing,1,0,1
vs,2,1,3
vulgar,1,0,1
vulnerable,1,1,2
vultures,1,0,1
wab,0,1,1
wack,2,0,2
wacked,0,0,0
wacko,1,0,1
wacky,1,0,1
wade,2,0,2
wage,2,0,2
wages,0,0,0
wagon,0,0,0
wagons,0,0,0
wahh,0,0,0
waists,0,0,0
wait,10,0,10
waiting,3,0,3
waits,1,0,1
wake,3,0,3
wakes,1,0,1
wal,1,0,1
wale,1,0,1
walk,8,1,9
walked,1,0,1
walking,5,0,5
walks,2,0,2
wall,10,2,12
walmart,0,1,1
walter,5,0,5
waltzing,0,0,0
wana,1,0,1
wang,0,0,0
wanker,1,0,1
wankers,0,0,0
wanktavists,0,0,0
wanna,10,1,11
wannabe,1,0,1
wannabes,0,1,1
want,57,16,73
wanted,10,1,11
wanting,4,1,5
wants,23,4,27
wapo,1,0,1
war,5,1,6
ward,1,0,1
warm,0,0,0
warming,1,0,1
warned,0,0,0
warning,5,1,6
warped,1,0,1
warrant,1,0,1
warrior,0,0,0
warriors,0,1,1
wars,0,1,1
wart,1,0,1
was,220,31,251
wasca,1,0,1
wash,2,0,2
washed,2,0,2
washer,1,0,1
washington,0,3,3
wasn,5,0,5
wasnt,2,0,2
wassamatta,1,0,1
waste,9,0,9
wasting,1,0,1
wat,1,0,1
watch,14,4,18
watched,5,1,6
watcher,1,0,1
watches,1,0,1
watching,9,0,9
water,5,0,5
watered,1,0,1
waters,5,1,6
wave,1,1,2
waves,1,0,1
waving,0,0,0
wavy,1,0,1
way,55,4,59
wayne,1,0,1
ways,2,1,3
wayy,1,0,1
wbu,1,0,1
we,143,44,187
weak,7,1,8
weaken,1,1,2
weakest,1,0,1
weaklings,0,0,0
weakness,1,0,1
wealth,1,1,2
wealthy,0,0,0
weapon,3,0,3
weaponise,1,0,1
weaponize,0,1,1
weaponized,1,0,1
weaponizing,1,0,1
weapons,5,3,8
wear,6,0,6
wearing,6,0,6
weather,1,0,1
weave,1,0,1
web,2,0,2
website,0,2,2
wednesday,1,0,1
wednesdays,1,0,1
wee,0,1,1
weed,3,0,3
week,1,1,2
weekends,1,0,1
weeks,0,0,0
weez,0,0,0
weigh,1,0,1
weight,2,0,2
weinstein,0,0,0
weird,5,0,5
weirdly,0,0,0
weirdo,3,0,3
weirdos,0,0,0
welcome,2,1,3
welcoming,0,0,0
welfare,2,0,2
well,50,8,58
welles,1,0,1
wellin,0,0,0
wench,1,0,1
went,11,2,13
were,56,11,67
weren,2,0,2
werent,1,0,1
west,0,1,1
western,1,1,2
