,negative,positive,total
privatised,0,1,1
privatization,0,1,1
privilege,0,1,1
privileged,0,2,2
privy,0,1,1
prix,0,1,1
prize,0,2,2
pro,2,12,14
prob,0,2,2
probable,0,1,1
probably,4,31,35
probing,1,0,1
problem,7,34,41
problems,1,6,7
proceedings,0,1,1
process,4,12,16
processes,1,0,1
procrastinate,0,1,1
produce,0,2,2
produced,0,2,2
producer,0,2,2
product,1,0,1
products,0,1,1
prof,0,1,1
professed,0,1,1
profession,0,1,1
professional,1,1,2
professionalism,0,1,1
professionally,0,1,1
professor,0,11,11
professors,0,1,1
profile,0,3,3
profiles,0,3,3
profit,0,3,3
profits,0,3,3
profound,0,1,1
profoundly,0,1,1
program,0,2,2
programmed,0,1,1
programs,0,2,2
progressive,0,4,4
progressives,0,4,4
prohibited,0,1,1
prohibitionists,0,1,1
proisrael,0,1,1
project,0,1,1
projection,0,1,1
projects,1,1,2
prolife,0,3,3
prolong,0,1,1
prominent,0,3,3
promise,0,4,4
promised,0,4,4
promises,0,5,5
promising,1,0,1
promote,2,5,7
promotes,0,1,1
promoting,1,5,6
proof,1,14,15
prop,0,1,1
propaganda,0,13,13
propelled,0,1,1
propeller,0,1,1
proper,1,9,10
properties,0,1,1
property,0,3,3
prophecy,0,1,1
prophet,0,4,4
propoganda,1,0,1
proponent,0,1,1
proposal,1,0,1
proposals,0,2,2
propose,0,3,3
proposing,0,1,1
prosecute,1,1,2
prosecuted,0,4,4
prosecution,0,1,1
prospects,0,1,1
prostitute,0,2,2
protag,0,1,1
protect,1,8,9
protected,0,2,2
protecting,0,5,5
protection,0,6,6
protectionist,0,1,1
protest,3,6,9
protester,0,1,1
protesters,0,3,3
protesting,1,4,5
protestors,1,5,6
protests,1,3,4
protocol,0,1,1
proud,1,11,12
proudly,0,1,1
proudtobebritish,0,1,1
prouduncle,0,1,1
prove,3,16,19
proved,0,4,4
proven,1,16,17
proves,0,10,10
provide,0,2,2
provided,0,3,3
providing,0,3,3
proving,1,6,7
provoked,0,1,1
pruitt,0,1,1
psuedo,0,1,1
psyc1101,0,1,1
psych,0,1,1
psychiatric,0,1,1
psychiatrist,0,1,1
psycho,0,2,2
psychological,0,1,1
psychopath,0,1,1
psychopaths,0,1,1
psychotic,0,1,1
psyop,0,1,1
pt,1,0,1
ptotus,0,1,1
ptsd,0,1,1
pu,0,1,1
pub,1,0,1
public,2,29,31
public_executions,0,1,1
publicity,0,3,3
publicly,1,2,3
publish,0,1,1
published,0,1,1
puck,0,1,1
puerto,0,15,15
puertoricans,0,1,1
puffy,0,1,1
puhlease,0,1,1
puke,0,2,2
puking,0,1,1
pul,0,1,1
pull,0,7,7
pulled,2,3,5
pulling,0,5,5
pulp,0,1,1
pulpit,0,1,1
pummeled,0,1,1
pump,0,2,2
pumpkin,0,1,1
pun,0,1,1
punch,2,3,5
punched,0,1,1
punches,0,3,3
punching,0,2,2
pundit,0,1,1
punish,0,2,2
punished,0,2,2
punishing,0,1,1
punishment,0,1,1
punk,0,3,3
punks,0,3,3
puppet,0,6,6
puppets,0,3,3
puppy,0,1,1
purchase,0,1,1
purchases,0,1,1
pure,0,7,7
purely,0,1,1
purge,0,1,1
purged,0,1,1
purples,1,0,1
purpose,0,1,1
purposefully,0,2,2
purposely,0,2,2
purposes,0,1,1
push,0,15,15
pushed,0,2,2
pusher,1,1,2
pushes,0,2,2
pushing,0,10,10
pussies,1,3,4
pussy,4,18,22
pussygrabbing,0,1,1
put,5,52,57
putin,0,8,8
puting,0,1,1
puto,0,1,1
putrid,0,1,1
puts,0,3,3
putting,2,10,12
putuporshutup,0,1,1
puzzle,0,1,1
qanda,0,1,1
qanon,0,23,23
qanon8chan,0,1,1
qanons,0,1,1
qproofs,0,1,1
qt,0,1,1
quack,0,1,1
quaker,0,1,1
qual,1,0,1
qualifications,0,1,1
qualified,0,5,5
qualify,0,1,1
quality,1,6,7
quarterback,1,0,1
quarters,0,1,1
quasi,0,1,1
queen,1,7,8
queens,0,1,1
question,1,25,26
questions,2,5,7
quick,1,6,7
quickly,1,5,6
quiet,0,2,2
quit,1,7,8
quite,2,10,12
quitting,1,0,1
quote,0,1,1
quotient,0,1,1
quran,0,3,3
r4today,0,1,1
rabbi,0,1,1
rabbit,0,1,1
rabid,1,1,2
race,1,10,11
raced,0,1,1
races,0,2,2
racial,0,4,4
racially,0,1,1
racing,1,0,1
racism,1,12,13
racist,2,73,75
racists,1,10,11
racket,1,1,2
radiation,0,1,1
radical,0,7,7
radicalizing,0,1,1
radicals,0,5,5
radius,0,1,1
rae,0,2,2
rage,0,1,1
rager,0,1,1
rages,0,1,1
ragging,0,1,1
raging,0,1,1
rahm,0,1,1
railed,0,1,1
railing,0,1,1
railroaded,0,1,1
rails,0,1,1
rain,0,2,2
rainbow,0,2,2
rainbows,0,1,1
raise,0,1,1
raised,0,3,3
raises,1,1,2
raising,0,1,1
rake,0,1,1
rakers,0,1,1
rallied,0,1,1
rallies,0,1,1
rally,0,4,4
ram,0,1,1
rama,0,1,1
rambling,0,1,1
ramirez,1,0,1
ramos,0,1,1
rams,0,1,1
ran,1,6,7
randolph,0,1,1
random,0,3,3
randomly,0,1,1
randy,1,0,1
range,1,2,3
rangers,0,1,1
rant,0,3,3
rants,0,1,1
rap,0,7,7
rape,1,21,22
raped,0,9,9
rapid,0,1,1
rapidly,0,1,1
raping,0,4,4
rapist,0,10,10
rapists,0,4,4
rapping,0,1,1
raps,0,1,1
rare,0,3,3
rarely,0,2,2
rat,0,5,5
ratbags,0,1,1
rate,2,6,8
rates,1,4,5
rather,3,9,12
rating,1,1,2
ratings,1,0,1
rational,0,3,3
rationale,0,1,1
rationalize,0,1,1
rats,0,4,4
raven,0,2,2
ravenous,0,1,1
raw,0,1,1
rawr,0,1,1
ray,0,1,1
rbg,0,2,2
re,23,154,177
reach,0,1,1
reached,0,1,1
reaches,1,1,2
reaction,0,5,5
read,3,27,30
reader,0,2,2
readers,0,2,2
reading,0,11,11
ready,1,6,7
reagan,0,1,1
real,1,59,60
realest,0,1,1
realise,0,1,1
realised,0,1,1
reality,1,5,6
realize,2,24,26
realizes,0,1,1
really,18,118,136
realm,0,1,1
rean,0,1,1
reap,0,2,2
rear,0,1,1
reaserch,0,1,1
reason,2,26,28
reasonable,0,5,5
reasoning,0,1,1
reasons,0,3,3
reborn,1,0,1
rebuild,0,2,2
recall,0,2,2
receive,0,2,2
received,0,4,4
receiver,0,1,1
recent,0,1,1
recently,0,1,1
reception,0,1,1
recipe,1,0,1
recipient,1,0,1
reciprocally,0,1,1
reciprocating,0,1,1
reckless,0,1,1
reckon,0,1,1
recognition,0,1,1
recognize,0,2,2
record,1,7,8
recorded,0,1,1
records,0,6,6
recourse,0,1,1
recover,0,1,1
recovers,0,1,1
recovery,0,2,2
recycling,0,1,1
red,0,12,12
redistributing,0,1,1
rednationrising,0,6,6
redneck,0,2,2
rednecks,1,2,3
reduce,1,1,2
reduced,0,1,1
reduces,0,1,1
reducing,0,1,1
redwave,0,3,3
redwave2018,0,1,1
redwaverising,0,2,2
redwaverising2018,0,1,1
redwood,0,1,1
reefer,0,1,1
reelected,0,1,1
reelection,0,2,2
ref,0,5,5
refered,0,1,1
reference,1,0,1
referred,0,1,1
referring,1,6,7
refers,0,1,1
refinancing,0,1,1
reflect,0,2,2
reflecting,0,1,1
reflection,0,2,2
reflects,0,1,1
reform,1,2,3
refs,0,1,1
refuge,0,1,1
refugee,0,3,3
refugees,1,5,6
refugeesnotwelcome,0,1,1
refusal,0,1,1
refuse,0,6,6
refused,1,4,5
refuses,0,4,4
refusing,0,1,1
regain,0,1,1
regard,0,1,1
regarding,2,3,5
regardless,0,3,3
regards,0,1,1
regime,0,2,2
regimen,0,1,1
registered,0,2,2
registration,0,1,1
regret,1,1,2
regrets,0,1,1
regretted,0,1,1
regular,0,2,2
regularly,0,1,1
regulary,0,1,1
regulation,0,1,1
regulations,0,4,4
rehab,0,2,2
rehabilitate,0,1,1
rehearsed,0,1,1
reign,0,1,1
reigned,0,1,1
reilly,0,1,1
reinforce,0,2,2
reject,0,2,2
rejected,0,1,1
relate,0,4,4
related,0,1,1
relation,0,1,1
relationship,0,2,2
relationships,0,2,2
relative,0,1,1
relativity,0,1,1
relativizing,0,1,1
release,0,6,6
released,1,5,6
releases,1,0,1
releasethecures,0,1,1
releasethetexts,0,1,1
releasethevideo,0,1,1
releasing,0,2,2
relevancy,0,1,1
relevant,0,7,7
relief,0,1,1
religion,1,4,5
religions,0,3,3
religious,1,10,11
reluctant,0,1,1
rely,0,1,1
relying,1,0,1
remain,0,7,7
remainers,0,1,1
remarks,0,1,1
remember,2,32,34
remembered,0,4,4
remembering,0,2,2
remembers,0,1,1
remind,0,3,3
reminded,0,1,1
reminder,0,3,3
reminding,0,1,1
reminds,1,1,2
removal,1,0,1
remove,0,8,8
removed,2,7,9
removing,1,2,3
remy,0,1,1
renfrew,0,1,1
rent,0,2,2
rentals,0,1,1
rené,0,1,1
rep,1,6,7
repeal,0,1,1
repeat,0,1,1
repeatedly,0,2,2
repeater,0,1,1
repercussions,0,1,1
replace,1,5,6
replaced,0,2,2
replacement,0,1,1
replaces,0,1,1
replacing,0,1,1
replies,0,1,1
reply,0,1,1
replying,0,2,2
report,2,10,12
reported,0,4,4
reporter,0,1,1
reporters,0,2,2
reporting,0,3,3
reports,3,2,5
represent,0,4,4
representation,0,1,1
representatives,0,2,2
repressed,0,1,1
repro,0,1,1
reprobates,0,1,1
reproductive,0,1,1
reps,0,1,1
repub,0,2,2
republic,2,5,7
republican,3,30,33
republicans,4,53,57
republiklan,0,1,1
repubs,0,2,2
repug,0,1,1
repulsed,0,1,1
repulsive,0,2,2
repunklicans,0,1,1
reputation,0,6,6
reputed,0,1,1
required,1,2,3
requires,0,1,1
requiring,0,1,1
requisite,0,1,1
rescheduled,0,1,1
rescue,0,4,4
research,0,12,12
resemblance,0,1,1
residence,0,2,2
resident,0,1,1
resign,0,11,11
resist,0,12,12
resistance,0,6,6
resisting,0,2,2
resists,1,1,2
resisttrump,0,1,1
resolve,0,1,1
resounding,0,1,1
resource,1,0,1
resources,0,1,1
respct,0,1,1
respect,0,15,15
respectable,0,1,1
respected,0,1,1
respectful,1,0,1
respectfully,0,1,1
respecting,0,2,2
respects,0,1,1
respond,0,6,6
responders,0,1,1
response,0,11,11
responses,0,3,3
responsibilities,0,1,1
responsibility,2,4,6
responsible,1,11,12
rest,0,22,22
restaurant,0,1,1
restaurants,0,1,1
restore,0,2,2
restrain,1,0,1
restraining,0,1,1
restricted,0,1,1
restricting,0,1,1
restrictions,0,1,1
restrictive,0,1,1
result,3,6,9
results,0,1,1
retaliate,0,1,1
retard,1,0,1
retarded,0,3,3
retards,0,1,1
retention,1,0,1
rethuglicans,0,1,1
retire,0,3,3
return,0,4,4
returns,0,2,2
retweet,0,1,1
retweeted,0,2,2
reunion,0,1,1
reveal,0,1,1
revealed,0,3,3
revealing,0,1,1
reveals,0,3,3
revenge,0,1,1
reverse,1,3,4
reversed,0,1,1
review,0,1,1
revoke,0,1,1
revoked,0,1,1
revolting,0,1,1
revolver,0,1,1
rezz,0,1,1
rham,0,1,1
rhetoric,0,5,5
rhino,1,0,1
rhonda,1,0,1
ribbons,0,1,1
rican,0,5,5
rich,1,7,8
richt,0,1,1
rick,1,1,2
rico,0,10,10
rid,2,8,10
riddle,0,1,1
ride,0,3,3
rider,0,1,1
ridge,0,1,1
ridicule,1,1,2
ridiculing,0,1,1
ridiculous,2,16,18
ridiculously,0,1,1
riding,0,2,2
rifle,1,3,4
rifles,0,3,3
rift,0,1,1
rig,0,1,1
rigged,0,1,1
right,18,132,150
righteous,0,2,2
rightfully,0,1,1
rightist,0,1,1
rightly,0,1,1
rights,2,37,39
rile,0,1,1
riled,0,1,1
ring,1,2,3
rino,0,2,2
rinos,0,3,3
riot,0,5,5
rioting,0,1,1
riots,0,3,3
rip,0,5,5
ripe,0,1,1
ripoff,0,1,1
ripping,0,3,3
rise,0,1,1
risi,0,1,1
risk,0,3,3
risking,0,2,2
risks,0,1,1
river,0,1,1
rly,0,1,1
rn,0,3,3
rnc,0,1,1
road,0,2,2
roaming,0,2,2
rob,1,0,1
robbed,0,6,6
robber,0,1,1
robbery,0,1,1
robbing,0,1,1
roblox,0,1,1
robo,0,1,1
robot,1,2,3
robotic,0,1,1
robust,0,1,1
robyn,0,2,2
rock,1,3,4
rocks,1,4,5
rockstar,0,1,1
rod,0,1,1
rodgers,0,1,1
rodham,1,0,1
roe,0,6,6
roevwade,1,0,1
roger,2,2,4
role,0,2,2
roll,0,4,4
rolling,1,2,3
roman,1,3,4
romanian,0,1,1
rome,0,1,1
romney,0,1,1
ron,0,1,1
ronald,0,1,1
ronaldgrump,0,1,1
roof,0,1,1
room,0,13,13
rose,0,2,2
roseannebarr,0,2,2
rosenstein,0,1,1
roses,0,1,1
rosetta,0,1,1
rosier,0,1,1
rosoft,0,1,1
rossiter,0,1,1
rot,0,2,2
rots,0,1,1
rotten,0,3,3
round,1,6,7
rounded,1,0,1
rounds,0,2,2
rourke,0,1,1
route,0,2,2
routine,0,2,2
routinely,0,1,1
roy,0,2,2
royal,0,1,1
roymoore,0,2,2
rr,0,1,1
rss,0,2,2
rssreachesout,0,2,2
rubbish,1,1,2
rubin,0,1,1
rubio,0,1,1
rude,0,4,4
rudeand,0,1,1
rudely,0,1,1
rudy,0,1,1
rug,1,0,1
ruger,0,3,3
ruin,1,14,15
ruined,1,8,9
ruining,1,4,5
ruins,0,1,1
rule,0,7,7
rules,2,18,20
ruling,0,4,4
rumor,1,0,1
rumors,0,3,3
rump,0,1,1
run,1,22,23
runaway,0,1,1
runcie,0,1,1
running,2,19,21
runs,1,3,4
rural,0,1,1
rush,1,1,2
rushed,0,1,1
ruskies,0,1,1
russ,2,0,2
russia,0,10,10
russian,0,5,5
russians,0,1,1
rust,0,2,2
ruthless,1,0,1
rw,0,2,2
ryan,0,1,1
ryme,0,1,1
sa,0,1,1
sabotage,0,4,4
sack,0,2,2
sacred,0,3,3
sacrifice,0,1,1
sacrifices,0,1,1
sad,6,26,32
sadam,0,1,1
saddest,0,1,1
saddo,0,1,1
sadly,2,5,7
safe,0,8,8
safeguard,0,1,1
safely,0,1,1
safer,0,2,2
safety,0,8,8
saggy,0,1,1
sagittarius,0,1,1
said,8,88,96
saints,0,1,1
sake,0,4,4
salaries,0,2,2
salary,0,2,2
sale,0,2,2
sales,0,2,2
salty,0,2,2
salute,1,0,1
salvation,1,0,1
sam,1,1,2
samaritan,0,1,1
same,5,75,80
samsung,0,1,1
san,0,2,2
sanchez,0,1,1
sanctions,0,1,1
sand,0,2,2
sanders,0,2,2
sandwiches,0,1,1
sandy,0,2,2
sane,0,2,2
sanghi,0,2,2
sanghis,0,1,1
sanity,0,2,2
santa,0,1,1
sarah,0,3,3
sarandon,0,1,1
sarcasm,1,4,5
sareena,0,1,1
sargon,0,1,1
sarrena,0,1,1
sarsour,0,1,1
sash,1,0,1
sassy,0,1,1
sat,0,5,5
satan,1,10,11
satanic,0,1,1
satanist,0,2,2
satanists,0,3,3
satire,0,2,2
satisfaction,1,0,1
satisfy,0,1,1
saturday,0,2,2
sauce,0,2,2
saul,0,3,3
savage,0,3,3
save,1,11,12
saved,0,6,6
savescotus,0,1,1
saving,1,5,6
saviors,0,1,1
saw,2,21,23
say,8,111,119
sayin,0,2,2
saying,8,55,63
sayn,0,1,1
says,2,42,44
sc,0,5,5
scale,0,3,3
scales,0,1,1
scalise,0,2,2
scam,0,4,4
scammers,0,1,1
scams,0,1,1
scandal,0,2,2
scandalous,0,1,1
scandals,0,2,2
scaramucci,0,1,1
scarborough,1,0,1
scare,0,5,5
scared,1,16,17
scares,0,1,1
scarred,0,1,1
scary,0,8,8
scenario,0,1,1
scene,1,1,2
scenes,0,2,2
scepticism,0,1,1
schedule,1,0,1
scheer,0,1,1
scheme,1,1,2
schemes,0,1,1
schiff,0,1,1
schiff4brains,0,2,2
schitt,0,1,1
schizo,0,1,1
schmata,1,0,1
schmooze,0,1,1
scholar,0,1,1
school,6,33,39
schooling,0,1,1
schools,0,11,11
schumer,0,4,4
science,0,1,1
scientists,0,2,2
scientologist,0,1,1
scj,0,1,1
scofflaws,1,0,1
scones,0,1,1
scoop,0,1,1
scope,0,1,1
scores,0,1,1
scorned,0,1,1
scotians,0,1,1
scott,0,3,3
scotus,1,10,11
scotuskavenaugh,0,1,1
scoundrel,0,3,3
scraps,0,1,1
scratch,0,1,1
scream,1,6,7
screamed,0,2,2
screamer,0,1,1
screaming,0,10,10
screams,0,2,2
screech,0,1,1
screen,0,2,2
screw,0,4,4
screwed,0,7,7
script,0,1,1
scripted,0,1,1
scrolls,1,0,1
scrub,0,2,2
scruffbag,0,1,1
scrutiny,0,1,1
scum,1,12,13
scumbag,0,3,3
scumbags,0,1,1
scumfuck,0,1,1
scummy,0,2,2
sea,1,4,5
sean,0,2,2
search,1,5,6
searching,0,1,1
sears,0,1,1
season,1,5,6
seasons,1,0,1
seat,0,10,10
seated,0,2,2
seattle,0,1,1
sec,0,2,2
second,0,13,13
secondamendment,0,2,2
secondly,0,3,3
seconds,0,2,2
secret,1,5,6
secretary,0,1,1
secretive,0,1,1
secretly,0,1,1
secrets,0,1,1
section,1,0,1
sectioned,0,1,1
sector,1,1,2
secular,0,1,1
secure,0,2,2
security,1,6,7
see,8,111,119
seeing,1,10,11
seeker,0,2,2
seekers,0,1,1
seeking,0,2,2
seeks,0,1,1
seem,0,12,12
seemed,0,1,1
seemingly,0,2,2
seems,0,26,26
seen,5,22,27
sees,0,5,5
seething,0,1,1
seff,0,1,1
segment,0,1,1
segments,0,1,1
segregate,0,1,1
segregation,1,0,1
seinfeld,1,0,1
seizure,0,1,1
select,0,1,1
selection,1,0,1
selective,0,3,3
selectively,0,1,1
self,2,19,21
selfie,0,1,1
selfies,0,1,1
selfish,0,6,6
sell,0,7,7
selling,0,4,4
sellout,0,1,1
sells,0,1,1
selves,0,1,1
semamtics,0,1,1
semi,0,3,3
semiautomatic,0,1,1
semifinals,0,1,1
semite,0,3,3
semitic,0,2,2
semitism,1,1,2
sen,0,6,6
senate,0,12,12
senator,0,10,10
senatorfeinstein,0,1,1
sencollins,0,1,1
send,0,10,10
sending,0,6,6
senflake,0,1,1
senile,0,1,1
senility,0,2,2
senior,0,1,1
seniors,0,1,1
sensationalism,0,1,1
sense,5,29,34
sensible,4,11,15
sensitive,0,2,2
sent,0,10,10
sentence,0,3,3
sentences,0,2,2
sentencing,0,1,1
separating,0,1,1
separations,0,1,1
separatists,0,1,1
sept,0,2,2
sequel,0,1,1
serena,0,13,13
serenawilliams,0,1,1
serial,0,4,4
series,2,0,2
serious,3,13,16
seriously,2,23,25
serum,0,1,1
servant,0,2,2
serve,0,7,7
served,0,1,1
serves,0,1,1
service,0,7,7
services,1,1,2
serving,0,6,6
servitude,1,0,1
sesame,0,1,1
sesamestreet,0,1,1
sessions,0,2,2
set,2,15,17
settled,0,3,3
settles,0,1,1
setup,0,1,1
seuday,0,1,1
sever,0,1,1
several,0,6,6
severe,0,1,1
sew,0,1,1
sewed,1,0,1
sex,11,22,33
sexism,0,2,2
sexist,0,1,1
sexists,0,1,1
sexual,3,32,35
sexuality,0,1,1
sexually,0,10,10
sexualmisconduct,1,0,1
sexy,2,8,10
sez,0,1,1
sftv,1,0,1
sful,0,1,1
sh,0,5,5
sha,0,1,1
shabby,0,1,1
shade,0,1,1
shadow,0,2,2
shadowbanned,0,1,1
shadows,0,1,1
shake,0,1,1
shakes,0,1,1
shakha,0,1,1
shaking,1,2,3
shall,0,3,3
sham,0,2,2
shame,1,40,41
shameful,2,8,10
shameless,1,2,3
shamelessly,0,1,1
shamelessness,0,1,1
shameonyou,0,1,1
shamer,0,1,1
shaming,0,1,1
shannon,0,1,1
shape,0,3,3
shaq,1,0,1
share,0,7,7
shared,0,1,1
sharialaw,0,1,1
sharing,0,1,1
sharp,0,1,1
sharpest,0,1,1
sharpie,0,1,1
shat,1,1,2
shatta,0,1,1
shattered,0,1,1
she,71,810,881
shea,0,1,1
shed,0,2,2
shedevil,0,1,1
sheep,1,5,6
sheeple,0,4,4
sheet,0,1,1
sheets,0,1,1
sheldmaidens,0,1,1
sheriff,0,2,2
shes,1,4,5
shhh,0,2,2
shhhh,0,1,1
shield,0,1,1
shift,2,1,3
shiit,0,1,1
shill,0,4,4
shimmmy,0,1,1
ship,0,1,1
shipper,0,1,1
shirt,0,3,3
shirts,1,4,5
shit,76,248,324
shitbiscuit,0,1,1
shitcago,1,0,1
shite,1,3,4
shitgull,0,1,1
shithead,0,1,1
shitheads,0,1,1
shithole,0,2,2
shithouse,1,0,1
shitposts,0,1,1
shits,1,4,5
shitshow,0,1,1
shitstream,0,1,1
shitt,0,1,1
shitted,1,0,1
shittier,0,1,1
shitting,0,6,6
shitttt,2,0,2
shitty,3,14,17
shld,0,3,3
shmo,1,0,1
shocked,1,4,5
shocking,0,5,5
shoe,0,1,1
shoes,0,1,1
shon,0,1,1
shone,0,1,1
shook,0,1,1
shoot,1,7,8
shooter,0,5,5
shooters,0,3,3
shooting,1,17,18
shootings,0,12,12
shootout,0,1,1
shoots,0,1,1
shop,1,0,1
shop_8_9,0,1,1
shopper,0,1,1
shopping,0,2,2
shore,0,1,1
short,0,4,4
shorts,0,1,1
shortsighted,0,1,1
shorty,0,1,1
shot,3,20,23
shotgun,0,2,2
shotguns,0,1,1
shots,1,2,3
should,14,157,171
shoulder,0,1,1
shouldn,1,15,16
shout,0,1,1
shouting,0,1,1
shouts,0,1,1
shove,1,3,4
shovel,0,1,1
shoveling,0,1,1
shoving,0,1,1
show,7,47,54
showalter,0,1,1
showed,0,4,4
shower,0,2,2
showing,2,11,13
shown,0,3,3
shows,2,21,23
shree,0,1,1
shrink,0,1,1
shrio,1,0,1
shunned,0,1,1
shut,2,30,32
shutdown,0,1,1
shuting,0,1,1
shuts,0,2,2
shutting,0,1,1
shy,0,1,1
shyster,0,1,1
shyt,0,2,2
sicily,0,1,1
sick,2,56,58
sickening,0,4,4
sicker,1,0,1
sickholder,0,1,1
sickkidsinlove,0,1,1
sicko,0,2,2
side,2,22,24
sided,0,2,2
sidelines,0,1,1
sides,2,12,14
sidewalk,0,1,1
siding,0,1,1
sigh,1,0,1
sighs,1,0,1
sight,1,0,1
sign,1,5,6
signal,2,3,5
signaling,0,2,2
signed,0,3,3
significant,0,1,1
signifing,0,1,1
signing,0,1,1
signs,0,3,3
sik,0,1,1
silence,1,4,5
silenced,0,1,1
silent,1,5,6
silently,0,2,2
silk,0,1,1
silliness,0,1,1
silly,0,16,16
silver,1,1,2
simb,0,1,1
similar,1,2,3
similarly,0,1,1
simple,1,4,5
simples,0,1,1
simply,0,11,11
sin,1,0,1
since,2,46,48
sinful,1,0,1
singer,0,1,1
singing,1,5,6
single,2,10,12
sinister,0,1,1
sink,0,3,3
sinking,0,1,1
sinless,1,0,1
sins,0,2,2
sir,0,9,9
siri,0,1,1
sis,1,5,6
sister,0,8,8
sisterhood,1,0,1
sit,0,7,7
site,1,2,3
sites,0,2,2
sitting,1,8,9
situation,1,7,8
six,0,2,2
size,0,4,4
sj,0,1,1
sjshsj,0,1,1
sjw,0,2,2
sjws,0,1,1
skeptical,0,3,3
skew,0,1,1
skewer,0,1,1
skilled,0,1,1
skills,0,2,2
skin,1,4,5
skinner,0,1,1
skinny,0,1,1
skip,1,0,1
skirts,0,1,1
sky,0,3,3
skyrocket,0,1,1
slam,0,2,2
slammed,1,0,1
slamming,0,1,1
slander,0,3,3
slandered,1,1,2
slandering,0,1,1
slanderous,0,1,1
slap,0,6,6
slapper,0,1,1
slapping,0,1,1
slaps,0,2,2
slash,0,1,1
slaughter,1,2,3
slaughtering,0,1,1
slave,0,7,7
slavery,1,3,4
slaves,0,1,1
sleazballs,0,1,1
sleaze,0,2,2
sleazy,0,1,1
sleep,2,5,7
sleeping,0,4,4
sleeves,0,1,1
sleezy,0,1,1
slent,0,1,1
slice,0,2,2
sliced,1,0,1
slick,0,1,1
slide,0,1,1
sliding,0,1,1
slightest,0,1,1
slightly,0,1,1
slim,2,0,2
slimy,0,2,2
sling,0,1,1
slip,1,2,3
slipped,0,1,1
slips,0,1,1
slither,0,1,1
slob,0,1,1
slobs,0,1,1
slogans,0,1,1
slop,0,1,1
slot,0,1,1
sloth,0,1,1
slouches,0,1,1
slovenly,0,1,1
slow,0,2,2
slowing,0,1,1
slowly,0,2,2
slugs,0,1,1
slush,0,4,4
slushfunds,0,1,1
slut,0,3,3
sly,1,0,1
sm,0,2,2
smack,0,1,1
smacked,1,0,1
smacks,0,1,1
small,1,4,5
smaller,1,1,2
smart,3,17,20
smarter,1,4,5
smash,0,1,1
smashfascism,0,1,1
smdh,0,1,1
smear,0,6,6
smeared,0,1,1
smell,0,2,2
smells,0,3,3
smh,1,8,9
smile,0,1,1
smirky,0,1,1
smithsgrove,0,1,1
smoke,1,3,4
smoked,0,3,3
smokes,0,1,1
smoking,1,4,5
smoove,0,1,1
smug,0,3,3
smut,1,0,1
snake,1,5,6
snakes,0,1,1
snapchat,1,0,1
snd,1,0,1
snead,0,1,1
sneak,0,1,1
sneakers,0,1,1
sneaking,0,1,1
sneaky,0,1,1
snell,1,0,1
sniffs,2,0,2
snipped,1,0,1
snitched,0,1,1
snitching,0,1,1
snl,0,1,1
snob,0,1,1
snot,0,1,1
snow,0,1,1
snowballs,0,1,1
snowflake,0,4,4
snowflakes,0,6,6
so,58,402,460
soap,0,1,1
soapbox,0,1,1
sob,0,2,2
sobbing,0,1,1
sobs,0,1,1
soccer,0,1,1
sociability,0,1,1
social,1,17,18
socialism,3,9,12
socialismsucks,0,1,1
socialist,1,14,15
socialists,0,10,10
society,0,23,23
sociopath,2,5,7
sociopolieconfinancial,0,1,1
sock,0,1,1
socks,0,1,1
sod,0,1,1
soft,0,3,3
sold,1,5,6
soldier,0,2,2
soldiers,0,3,3
solely,0,1,1
solid,0,2,2
solidarity,0,2,2
solution,0,6,6
solutions,0,4,4
solve,1,1,2
solved,0,1,1
solving,0,1,1
sombody,0,1,1
some,23,114,137
somebody,1,10,11
somecunt,0,1,1
somehow,1,9,10
someone,10,54,64
someones,0,2,2
something,7,43,50
sometime,0,1,1
sometimes,0,5,5
somewhat,0,2,2
somewhere,0,7,7
somone,0,1,1
son,1,5,6
song,1,4,5
songs,1,3,4
sonic,0,1,1
sonja,0,4,4
sonofabitch,0,1,1
sons,0,1,1
sony,1,0,1
soon,0,21,21
sooner,0,1,1
sooo,0,1,1
soooo,0,4,4
sooooooo,0,1,1
soooooounds,0,1,1
sore,0,5,5
soros,1,22,23
sorry,1,36,37
sort,0,7,7
sorta,0,1,1
sorts,0,1,1
soul,0,12,12
soulless,0,1,1
souls,0,2,2
sound,0,9,9
soundbite,1,0,1
sounded,0,3,3
sounds,3,14,17
soundtrack,1,0,1
source,0,3,3
sources,0,1,1
south,1,2,3
southern,0,2,2
sovereign,0,1,1
sovereignty,0,1,1
soviet,0,2,2
sow,0,1,1
sows,0,1,1
soy,1,2,3
soyboy,0,1,1
sp,0,2,2
space,0,2,2
spade,0,2,2
spain,0,1,1
spam,0,2,2
spanish,0,3,3
spank,0,1,1
spanked,0,1,1
spanky,0,1,1
spare,0,3,3
spared,0,1,1
spark,0,1,1
sparky,0,1,1
spartacus,0,1,1
spartan,0,1,1
spath,0,1,1
speach,0,3,3
speak,0,22,22
speaker,0,2,2
speaking,2,5,7
speaks,2,5,7
special,0,9,9
specific,0,4,4
specification,0,1,1
specify,0,1,1
spectacular,0,1,1
speech,3,20,23
speeches,0,2,2
speed,0,2,2
spell,0,1,1
spelled,0,1,1
spelling,0,1,1
spend,1,9,10
spending,0,3,3
spends,0,1,1
